date,puissance_w,type_valeur,jour_semaine,pas_temps
2021-06-29 01:00:00,289.0,Mesurée,mardi,60.0
2021-06-29 02:00:00,610.0,Mesurée,mardi,60.0
2021-06-29 03:00:00,277.0,Mesurée,mardi,60.0
2021-06-29 04:00:00,275.0,Mesurée,mardi,60.0
2021-06-29 05:00:00,269.0,Mesurée,mardi,60.0
2021-06-29 06:00:00,894.0,Mesurée,mardi,60.0
2021-06-29 07:00:00,250.0,Mesurée,mardi,60.0
2021-06-29 08:00:00,426.0,Mesurée,mardi,60.0
2021-06-29 09:00:00,279.0,Mesurée,mardi,60.0
2021-06-29 10:00:00,294.0,Mesurée,mardi,60.0
2021-06-29 11:00:00,294.0,Mesurée,mardi,60.0
2021-06-29 12:00:00,356.0,Mesurée,mardi,60.0
2021-06-29 13:00:00,712.0,Mesurée,mardi,60.0
2021-06-29 14:00:00,343.0,Mesurée,mardi,60.0
2021-06-29 15:00:00,326.0,Mesurée,mardi,60.0
2021-06-29 16:00:00,1016.0,Mesurée,mardi,60.0
2021-06-29 17:00:00,335.0,Mesurée,mardi,60.0
2021-06-29 18:00:00,391.0,Mesurée,mardi,60.0
2021-06-29 19:00:00,1746.0,Mesurée,mardi,60.0
2021-06-29 20:00:00,2420.0,Mesurée,mardi,60.0
2021-06-29 21:00:00,3389.0,Mesurée,mardi,60.0
2021-06-29 22:00:00,2053.0,Mesurée,mardi,60.0
2021-06-29 23:00:00,263.0,Mesurée,mardi,60.0
2021-06-30 00:00:00,255.0,Mesurée,mercredi,60.0
2021-06-30 01:00:00,593.0,Mesurée,mercredi,60.0
2021-06-30 02:00:00,237.0,Mesurée,mercredi,60.0
2021-06-30 03:00:00,256.0,Mesurée,mercredi,60.0
2021-06-30 04:00:00,334.0,Mesurée,mercredi,60.0
2021-06-30 05:00:00,264.0,Mesurée,mercredi,60.0
2021-06-30 06:00:00,278.0,Mesurée,mercredi,60.0
2021-06-30 07:00:00,254.0,Mesurée,mercredi,60.0
2021-06-30 08:00:00,387.0,Mesurée,mercredi,60.0
2021-06-30 09:00:00,1327.0,Mesurée,mercredi,60.0
2021-06-30 10:00:00,1055.0,Mesurée,mercredi,60.0
2021-06-30 11:00:00,414.0,Mesurée,mercredi,60.0
2021-06-30 12:00:00,878.0,Mesurée,mercredi,60.0
2021-06-30 13:00:00,1453.0,Mesurée,mercredi,60.0
2021-06-30 14:00:00,575.0,Mesurée,mercredi,60.0
2021-06-30 15:00:00,4058.0,Mesurée,mercredi,60.0
2021-06-30 16:00:00,2332.0,Mesurée,mercredi,60.0
2021-06-30 17:00:00,2742.0,Mesurée,mercredi,60.0
2021-06-30 18:00:00,3108.0,Mesurée,mercredi,60.0
2021-06-30 19:00:00,589.0,Mesurée,mercredi,60.0
2021-06-30 20:00:00,2637.0,Mesurée,mercredi,60.0
2021-06-30 21:00:00,1781.0,Mesurée,mercredi,60.0
2021-06-30 22:00:00,2124.0,Mesurée,mercredi,60.0
2021-06-30 23:00:00,378.0,Mesurée,mercredi,60.0
2021-07-01 00:00:00,268.0,Mesurée,jeudi,60.0
2021-07-01 01:00:00,455.0,Mesurée,jeudi,60.0
2021-07-01 02:00:00,292.0,Mesurée,jeudi,60.0
2021-07-01 03:00:00,259.0,Mesurée,jeudi,60.0
2021-07-01 04:00:00,448.0,Mesurée,jeudi,60.0
2021-07-01 05:00:00,282.0,Mesurée,jeudi,60.0
2021-07-01 06:00:00,394.0,Mesurée,jeudi,60.0
2021-07-01 07:00:00,1217.0,Mesurée,jeudi,60.0
2021-07-01 08:00:00,824.0,Mesurée,jeudi,60.0
2021-07-01 09:00:00,706.0,Mesurée,jeudi,60.0
2021-07-01 10:00:00,1110.0,Mesurée,jeudi,60.0
2021-07-01 11:00:00,868.0,Mesurée,jeudi,60.0
2021-07-01 12:00:00,363.0,Mesurée,jeudi,60.0
2021-07-01 13:00:00,1157.0,Mesurée,jeudi,60.0
2021-07-01 14:00:00,1511.0,Mesurée,jeudi,60.0
2021-07-01 15:00:00,479.0,Mesurée,jeudi,60.0
2021-07-01 16:00:00,1522.0,Mesurée,jeudi,60.0
2021-07-01 17:00:00,2167.0,Mesurée,jeudi,60.0
2021-07-01 18:00:00,632.0,Mesurée,jeudi,60.0
2021-07-01 19:00:00,502.0,Mesurée,jeudi,60.0
2021-07-01 20:00:00,2087.0,Mesurée,jeudi,60.0
2021-07-01 21:00:00,3516.0,Mesurée,jeudi,60.0
2021-07-01 22:00:00,1220.0,Mesurée,jeudi,60.0
2021-07-01 23:00:00,839.0,Mesurée,jeudi,60.0
2021-07-02 00:00:00,2032.0,Mesurée,vendredi,60.0
2021-07-02 01:00:00,1063.0,Mesurée,vendredi,60.0
2021-07-02 02:00:00,243.0,Mesurée,vendredi,60.0
2021-07-02 03:00:00,265.0,Mesurée,vendredi,60.0
2021-07-02 04:00:00,270.0,Mesurée,vendredi,60.0
2021-07-02 05:00:00,562.0,Mesurée,vendredi,60.0
2021-07-02 06:00:00,270.0,Mesurée,vendredi,60.0
2021-07-02 07:00:00,849.0,Mesurée,vendredi,60.0
2021-07-02 08:00:00,467.0,Mesurée,vendredi,60.0
2021-07-02 09:00:00,1834.0,Mesurée,vendredi,60.0
2021-07-02 10:00:00,895.0,Mesurée,vendredi,60.0
2021-07-02 11:00:00,1243.0,Mesurée,vendredi,60.0
2021-07-02 12:00:00,2134.0,Mesurée,vendredi,60.0
2021-07-02 13:00:00,417.0,Mesurée,vendredi,60.0
2021-07-02 14:00:00,364.0,Mesurée,vendredi,60.0
2021-07-02 15:00:00,359.0,Mesurée,vendredi,60.0
2021-07-02 16:00:00,327.0,Mesurée,vendredi,60.0
2021-07-02 17:00:00,420.0,Mesurée,vendredi,60.0
2021-07-02 18:00:00,441.0,Mesurée,vendredi,60.0
2021-07-02 19:00:00,1489.0,Mesurée,vendredi,60.0
2021-07-02 20:00:00,1669.0,Mesurée,vendredi,60.0
2021-07-02 21:00:00,1339.0,Mesurée,vendredi,60.0
2021-07-02 22:00:00,1441.0,Mesurée,vendredi,60.0
2021-07-02 23:00:00,1357.0,Mesurée,vendredi,60.0
2021-07-03 00:00:00,268.0,Mesurée,samedi,60.0
2021-07-03 01:00:00,253.0,Mesurée,samedi,60.0
2021-07-03 02:00:00,279.0,Mesurée,samedi,60.0
2021-07-03 03:00:00,410.0,Mesurée,samedi,60.0
2021-07-03 04:00:00,300.0,Mesurée,samedi,60.0
2021-07-03 05:00:00,448.0,Mesurée,samedi,60.0
2021-07-03 06:00:00,677.0,Mesurée,samedi,60.0
2021-07-03 07:00:00,572.0,Mesurée,samedi,60.0
2021-07-03 08:00:00,396.0,Mesurée,samedi,60.0
2021-07-03 09:00:00,470.0,Mesurée,samedi,60.0
2021-07-03 10:00:00,458.0,Mesurée,samedi,60.0
2021-07-03 11:00:00,334.0,Mesurée,samedi,60.0
2021-07-03 12:00:00,442.0,Mesurée,samedi,60.0
2021-07-03 13:00:00,1043.0,Mesurée,samedi,60.0
2021-07-03 14:00:00,1150.0,Interpolée,samedi,60.0
2021-07-03 15:00:00,1257.0,Mesurée,samedi,60.0
2021-07-03 16:00:00,430.0,Mesurée,samedi,60.0
2021-07-03 17:00:00,424.0,Mesurée,samedi,60.0
2021-07-03 18:00:00,308.0,Mesurée,samedi,60.0
2021-07-03 19:00:00,626.0,Mesurée,samedi,60.0
2021-07-03 20:00:00,430.0,Mesurée,samedi,60.0
2021-07-03 21:00:00,2927.0,Mesurée,samedi,60.0
2021-07-03 22:00:00,3141.0,Mesurée,samedi,60.0
2021-07-03 23:00:00,2747.0,Mesurée,samedi,60.0
2021-07-04 00:00:00,660.0,Mesurée,dimanche,60.0
2021-07-04 01:00:00,300.0,Mesurée,dimanche,60.0
2021-07-04 02:00:00,251.0,Mesurée,dimanche,60.0
2021-07-04 03:00:00,244.0,Mesurée,dimanche,60.0
2021-07-04 04:00:00,293.0,Mesurée,dimanche,60.0
2021-07-04 05:00:00,241.0,Mesurée,dimanche,60.0
2021-07-04 06:00:00,246.0,Mesurée,dimanche,60.0
2021-07-04 07:00:00,600.0,Mesurée,dimanche,60.0
2021-07-04 08:00:00,536.0,Mesurée,dimanche,60.0
2021-07-04 09:00:00,991.0,Mesurée,dimanche,60.0
2021-07-04 10:00:00,1262.0,Mesurée,dimanche,60.0
2021-07-04 11:00:00,576.0,Mesurée,dimanche,60.0
2021-07-04 12:00:00,298.0,Mesurée,dimanche,60.0
2021-07-04 13:00:00,345.0,Mesurée,dimanche,60.0
2021-07-04 14:00:00,569.0,Mesurée,dimanche,60.0
2021-07-04 15:00:00,291.0,Mesurée,dimanche,60.0
2021-07-04 16:00:00,292.0,Mesurée,dimanche,60.0
2021-07-04 17:00:00,265.0,Mesurée,dimanche,60.0
2021-07-04 18:00:00,295.0,Mesurée,dimanche,60.0
2021-07-04 19:00:00,294.0,Mesurée,dimanche,60.0
2021-07-04 20:00:00,269.0,Mesurée,dimanche,60.0
2021-07-04 21:00:00,1083.0,Mesurée,dimanche,60.0
2021-07-04 22:00:00,1124.0,Mesurée,dimanche,60.0
2021-07-04 23:00:00,2074.0,Mesurée,dimanche,60.0
2021-07-05 00:00:00,2338.0,Mesurée,lundi,60.0
2021-07-05 01:00:00,243.0,Mesurée,lundi,60.0
2021-07-05 02:00:00,256.0,Mesurée,lundi,60.0
2021-07-05 03:00:00,254.0,Mesurée,lundi,60.0
2021-07-05 04:00:00,235.0,Mesurée,lundi,60.0
2021-07-05 05:00:00,255.0,Mesurée,lundi,60.0
2021-07-05 06:00:00,252.0,Mesurée,lundi,60.0
2021-07-05 07:00:00,673.0,Mesurée,lundi,60.0
2021-07-05 08:00:00,2231.0,Mesurée,lundi,60.0
2021-07-05 09:00:00,681.0,Mesurée,lundi,60.0
2021-07-05 10:00:00,1018.0,Mesurée,lundi,60.0
2021-07-05 11:00:00,834.0,Mesurée,lundi,60.0
2021-07-05 12:00:00,405.0,Mesurée,lundi,60.0
2021-07-05 13:00:00,481.0,Mesurée,lundi,60.0
2021-07-05 14:00:00,456.0,Mesurée,lundi,60.0
2021-07-05 15:00:00,387.0,Mesurée,lundi,60.0
2021-07-05 16:00:00,1012.0,Mesurée,lundi,60.0
2021-07-05 17:00:00,283.0,Mesurée,lundi,60.0
2021-07-05 18:00:00,1153.0,Mesurée,lundi,60.0
2021-07-05 19:00:00,448.0,Mesurée,lundi,60.0
2021-07-05 20:00:00,1512.0,Mesurée,lundi,60.0
2021-07-05 21:00:00,2370.0,Mesurée,lundi,60.0
2021-07-05 22:00:00,723.0,Mesurée,lundi,60.0
2021-07-05 23:00:00,730.0,Mesurée,lundi,60.0
2021-07-06 00:00:00,559.0,Mesurée,mardi,60.0
2021-07-06 01:00:00,272.0,Mesurée,mardi,60.0
2021-07-06 02:00:00,271.0,Mesurée,mardi,60.0
2021-07-06 03:00:00,233.0,Mesurée,mardi,60.0
2021-07-06 04:00:00,327.0,Mesurée,mardi,60.0
2021-07-06 05:00:00,772.0,Mesurée,mardi,60.0
2021-07-06 06:00:00,243.0,Mesurée,mardi,60.0
2021-07-06 07:00:00,262.0,Mesurée,mardi,60.0
2021-07-06 08:00:00,866.0,Mesurée,mardi,60.0
2021-07-06 09:00:00,2378.0,Mesurée,mardi,60.0
2021-07-06 10:00:00,1821.0,Mesurée,mardi,60.0
2021-07-06 11:00:00,1063.0,Mesurée,mardi,60.0
2021-07-06 12:00:00,3480.0,Mesurée,mardi,60.0
2021-07-06 13:00:00,814.0,Mesurée,mardi,60.0
2021-07-06 14:00:00,859.0,Interpolée,mardi,60.0
2021-07-06 15:00:00,904.0,Mesurée,mardi,60.0
2021-07-06 16:00:00,230.0,Mesurée,mardi,60.0
2021-07-06 17:00:00,256.0,Mesurée,mardi,60.0
2021-07-06 18:00:00,309.0,Mesurée,mardi,60.0
2021-07-06 19:00:00,1123.0,Mesurée,mardi,60.0
2021-07-06 20:00:00,2907.0,Mesurée,mardi,60.0
2021-07-06 21:00:00,562.0,Mesurée,mardi,60.0
2021-07-06 22:00:00,2004.0,Mesurée,mardi,60.0
2021-07-06 23:00:00,535.0,Mesurée,mardi,60.0
2021-07-07 00:00:00,264.0,Mesurée,mercredi,60.0
2021-07-07 01:00:00,556.0,Mesurée,mercredi,60.0
2021-07-07 02:00:00,273.0,Mesurée,mercredi,60.0
2021-07-07 03:00:00,236.0,Mesurée,mercredi,60.0
2021-07-07 04:00:00,519.0,Mesurée,mercredi,60.0
2021-07-07 05:00:00,550.0,Mesurée,mercredi,60.0
2021-07-07 06:00:00,230.0,Mesurée,mercredi,60.0
2021-07-07 07:00:00,266.0,Mesurée,mercredi,60.0
2021-07-07 08:00:00,904.0,Mesurée,mercredi,60.0
2021-07-07 09:00:00,1014.0,Mesurée,mercredi,60.0
2021-07-07 10:00:00,1130.0,Mesurée,mercredi,60.0
2021-07-07 11:00:00,3517.0,Mesurée,mercredi,60.0
2021-07-07 12:00:00,1948.0,Mesurée,mercredi,60.0
2021-07-07 13:00:00,2158.0,Mesurée,mercredi,60.0
2021-07-07 14:00:00,971.0,Mesurée,mercredi,60.0
2021-07-07 15:00:00,405.0,Mesurée,mercredi,60.0
2021-07-07 16:00:00,1012.0,Mesurée,mercredi,60.0
2021-07-07 17:00:00,1153.0,Mesurée,mercredi,60.0
2021-07-07 18:00:00,1764.0,Mesurée,mercredi,60.0
2021-07-07 19:00:00,2928.0,Mesurée,mercredi,60.0
2021-07-07 20:00:00,1488.0,Mesurée,mercredi,60.0
2021-07-07 21:00:00,543.0,Mesurée,mercredi,60.0
2021-07-07 22:00:00,1797.0,Mesurée,mercredi,60.0
2021-07-07 23:00:00,1405.0,Mesurée,mercredi,60.0
2021-07-08 00:00:00,276.0,Mesurée,jeudi,60.0
2021-07-08 01:00:00,349.0,Mesurée,jeudi,60.0
2021-07-08 02:00:00,619.0,Mesurée,jeudi,60.0
2021-07-08 03:00:00,271.0,Mesurée,jeudi,60.0
2021-07-08 04:00:00,265.0,Mesurée,jeudi,60.0
2021-07-08 05:00:00,285.0,Mesurée,jeudi,60.0
2021-07-08 06:00:00,243.0,Mesurée,jeudi,60.0
2021-07-08 07:00:00,397.0,Mesurée,jeudi,60.0
2021-07-08 08:00:00,1600.0,Mesurée,jeudi,60.0
2021-07-08 09:00:00,1951.0,Mesurée,jeudi,60.0
2021-07-08 10:00:00,1964.0,Mesurée,jeudi,60.0
2021-07-08 11:00:00,337.0,Mesurée,jeudi,60.0
2021-07-08 12:00:00,563.0,Mesurée,jeudi,60.0
2021-07-08 13:00:00,765.0,Mesurée,jeudi,60.0
2021-07-08 14:00:00,837.0,Mesurée,jeudi,60.0
2021-07-08 15:00:00,432.0,Mesurée,jeudi,60.0
2021-07-08 16:00:00,1223.0,Mesurée,jeudi,60.0
2021-07-08 17:00:00,2088.0,Mesurée,jeudi,60.0
2021-07-08 18:00:00,542.0,Mesurée,jeudi,60.0
2021-07-08 19:00:00,904.0,Mesurée,jeudi,60.0
2021-07-08 20:00:00,2493.0,Mesurée,jeudi,60.0
2021-07-08 21:00:00,2470.0,Mesurée,jeudi,60.0
2021-07-08 22:00:00,674.0,Mesurée,jeudi,60.0
2021-07-08 23:00:00,305.0,Mesurée,jeudi,60.0
2021-07-09 00:00:00,273.0,Mesurée,vendredi,60.0
2021-07-09 01:00:00,174.0,Mesurée,vendredi,60.0
2021-07-09 02:00:00,500.0,Mesurée,vendredi,60.0
2021-07-09 03:00:00,197.0,Mesurée,vendredi,60.0
2021-07-09 04:00:00,181.0,Mesurée,vendredi,60.0
2021-07-09 05:00:00,217.0,Mesurée,vendredi,60.0
2021-07-09 06:00:00,248.0,Mesurée,vendredi,60.0
2021-07-09 07:00:00,912.0,Mesurée,vendredi,60.0
2021-07-09 08:00:00,160.0,Mesurée,vendredi,60.0
2021-07-09 09:00:00,360.0,Mesurée,vendredi,60.0
2021-07-09 10:00:00,279.0,Mesurée,vendredi,60.0
2021-07-09 11:00:00,248.0,Mesurée,vendredi,60.0
2021-07-09 12:00:00,198.0,Mesurée,vendredi,60.0
2021-07-09 13:00:00,1547.0,Mesurée,vendredi,60.0
2021-07-09 14:00:00,435.0,Mesurée,vendredi,60.0
2021-07-09 15:00:00,189.0,Mesurée,vendredi,60.0
2021-07-09 16:00:00,222.0,Mesurée,vendredi,60.0
2021-07-09 17:00:00,377.0,Mesurée,vendredi,60.0
2021-07-09 18:00:00,815.0,Mesurée,vendredi,60.0
2021-07-09 19:00:00,223.0,Mesurée,vendredi,60.0
2021-07-09 20:00:00,2818.0,Mesurée,vendredi,60.0
2021-07-09 21:00:00,880.0,Mesurée,vendredi,60.0
2021-07-09 22:00:00,319.0,Mesurée,vendredi,60.0
2021-07-09 23:00:00,1658.0,Mesurée,vendredi,60.0
2021-07-10 00:00:00,1404.0,Mesurée,samedi,60.0
2021-07-10 01:00:00,503.0,Mesurée,samedi,60.0
2021-07-10 02:00:00,199.0,Mesurée,samedi,60.0
2021-07-10 03:00:00,181.0,Mesurée,samedi,60.0
2021-07-10 04:00:00,164.0,Mesurée,samedi,60.0
2021-07-10 05:00:00,192.0,Mesurée,samedi,60.0
2021-07-10 06:00:00,193.0,Mesurée,samedi,60.0
2021-07-10 07:00:00,180.0,Mesurée,samedi,60.0
2021-07-10 08:00:00,1328.0,Mesurée,samedi,60.0
2021-07-10 09:00:00,1188.0,Mesurée,samedi,60.0
2021-07-10 10:00:00,209.0,Mesurée,samedi,60.0
2021-07-10 11:00:00,262.0,Mesurée,samedi,60.0
2021-07-10 12:00:00,391.0,Mesurée,samedi,60.0
2021-07-10 13:00:00,777.0,Mesurée,samedi,60.0
2021-07-10 14:00:00,229.0,Mesurée,samedi,60.0
2021-07-10 15:00:00,230.0,Mesurée,samedi,60.0
2021-07-10 16:00:00,219.0,Mesurée,samedi,60.0
2021-07-10 17:00:00,224.0,Mesurée,samedi,60.0
2021-07-10 18:00:00,1668.0,Mesurée,samedi,60.0
2021-07-10 19:00:00,514.0,Mesurée,samedi,60.0
2021-07-10 20:00:00,573.0,Mesurée,samedi,60.0
2021-07-10 21:00:00,1229.0,Mesurée,samedi,60.0
2021-07-10 22:00:00,503.0,Mesurée,samedi,60.0
2021-07-10 23:00:00,1477.0,Mesurée,samedi,60.0
2021-07-11 00:00:00,190.0,Mesurée,dimanche,60.0
2021-07-11 01:00:00,402.0,Mesurée,dimanche,60.0
2021-07-11 02:00:00,288.0,Mesurée,dimanche,60.0
2021-07-11 03:00:00,193.0,Mesurée,dimanche,60.0
2021-07-11 04:00:00,229.0,Mesurée,dimanche,60.0
2021-07-11 05:00:00,235.0,Mesurée,dimanche,60.0
2021-07-11 06:00:00,174.0,Mesurée,dimanche,60.0
2021-07-11 07:00:00,790.0,Mesurée,dimanche,60.0
2021-07-11 08:00:00,186.0,Mesurée,dimanche,60.0
2021-07-11 09:00:00,241.0,Mesurée,dimanche,60.0
2021-07-11 10:00:00,525.0,Mesurée,dimanche,60.0
2021-07-11 11:00:00,320.0,Mesurée,dimanche,60.0
2021-07-11 12:00:00,992.0,Mesurée,dimanche,60.0
2021-07-11 13:00:00,1296.0,Mesurée,dimanche,60.0
2021-07-11 14:00:00,1061.0,Mesurée,dimanche,60.0
2021-07-11 15:00:00,1028.0,Mesurée,dimanche,60.0
2021-07-11 16:00:00,1215.0,Mesurée,dimanche,60.0
2021-07-11 17:00:00,450.0,Mesurée,dimanche,60.0
2021-07-11 18:00:00,408.0,Mesurée,dimanche,60.0
2021-07-11 19:00:00,383.0,Mesurée,dimanche,60.0
2021-07-11 20:00:00,309.0,Mesurée,dimanche,60.0
2021-07-11 21:00:00,636.0,Mesurée,dimanche,60.0
2021-07-11 22:00:00,1288.0,Mesurée,dimanche,60.0
2021-07-11 23:00:00,1799.0,Mesurée,dimanche,60.0
2021-07-12 00:00:00,1383.0,Mesurée,lundi,60.0
2021-07-12 01:00:00,214.0,Mesurée,lundi,60.0
2021-07-12 02:00:00,493.0,Mesurée,lundi,60.0
2021-07-12 03:00:00,189.0,Mesurée,lundi,60.0
2021-07-12 04:00:00,211.0,Mesurée,lundi,60.0
2021-07-12 05:00:00,168.0,Mesurée,lundi,60.0
2021-07-12 06:00:00,254.0,Mesurée,lundi,60.0
2021-07-12 07:00:00,236.0,Mesurée,lundi,60.0
2021-07-12 08:00:00,1476.0,Mesurée,lundi,60.0
2021-07-12 09:00:00,1234.0,Mesurée,lundi,60.0
2021-07-12 10:00:00,2122.0,Mesurée,lundi,60.0
2021-07-12 11:00:00,192.0,Mesurée,lundi,60.0
2021-07-12 12:00:00,273.0,Mesurée,lundi,60.0
2021-07-12 13:00:00,462.0,Mesurée,lundi,60.0
2021-07-12 14:00:00,1326.0,Mesurée,lundi,60.0
2021-07-12 15:00:00,764.0,Mesurée,lundi,60.0
2021-07-12 16:00:00,878.0,Mesurée,lundi,60.0
2021-07-12 17:00:00,576.0,Mesurée,lundi,60.0
2021-07-12 18:00:00,505.0,Mesurée,lundi,60.0
2021-07-12 19:00:00,870.0,Mesurée,lundi,60.0
2021-07-12 20:00:00,2682.0,Mesurée,lundi,60.0
2021-07-12 21:00:00,1059.0,Mesurée,lundi,60.0
2021-07-12 22:00:00,1947.0,Mesurée,lundi,60.0
2021-07-12 23:00:00,761.0,Mesurée,lundi,60.0
2021-07-13 00:00:00,282.0,Mesurée,mardi,60.0
2021-07-13 01:00:00,270.0,Mesurée,mardi,60.0
2021-07-13 02:00:00,253.0,Mesurée,mardi,60.0
2021-07-13 03:00:00,267.0,Mesurée,mardi,60.0
2021-07-13 04:00:00,260.0,Mesurée,mardi,60.0
2021-07-13 05:00:00,836.0,Mesurée,mardi,60.0
2021-07-13 06:00:00,262.0,Mesurée,mardi,60.0
2021-07-13 07:00:00,320.0,Mesurée,mardi,60.0
2021-07-13 08:00:00,706.0,Mesurée,mardi,60.0
2021-07-13 09:00:00,1125.0,Mesurée,mardi,60.0
2021-07-13 10:00:00,1189.0,Mesurée,mardi,60.0
2021-07-13 11:00:00,1794.0,Mesurée,mardi,60.0
2021-07-13 12:00:00,1350.0,Mesurée,mardi,60.0
2021-07-13 13:00:00,764.0,Mesurée,mardi,60.0
2021-07-13 14:00:00,543.0,Mesurée,mardi,60.0
2021-07-13 15:00:00,939.0,Mesurée,mardi,60.0
2021-07-13 16:00:00,2850.0,Mesurée,mardi,60.0
2021-07-13 17:00:00,653.0,Mesurée,mardi,60.0
2021-07-13 18:00:00,935.0,Mesurée,mardi,60.0
2021-07-13 19:00:00,649.0,Mesurée,mardi,60.0
2021-07-13 20:00:00,1515.0,Mesurée,mardi,60.0
2021-07-13 21:00:00,1229.0,Mesurée,mardi,60.0
2021-07-13 22:00:00,1599.0,Mesurée,mardi,60.0
2021-07-13 23:00:00,388.0,Mesurée,mardi,60.0
2021-07-14 00:00:00,319.0,Mesurée,mercredi,60.0
2021-07-14 01:00:00,253.0,Mesurée,mercredi,60.0
2021-07-14 02:00:00,265.0,Mesurée,mercredi,60.0
2021-07-14 03:00:00,784.0,Mesurée,mercredi,60.0
2021-07-14 04:00:00,236.0,Mesurée,mercredi,60.0
2021-07-14 05:00:00,490.0,Mesurée,mercredi,60.0
2021-07-14 06:00:00,329.0,Mesurée,mercredi,60.0
2021-07-14 07:00:00,238.0,Mesurée,mercredi,60.0
2021-07-14 08:00:00,264.0,Mesurée,mercredi,60.0
2021-07-14 09:00:00,4034.0,Mesurée,mercredi,60.0
2021-07-14 10:00:00,2174.0,Mesurée,mercredi,60.0
2021-07-14 11:00:00,251.0,Mesurée,mercredi,60.0
2021-07-14 12:00:00,292.0,Mesurée,mercredi,60.0
2021-07-14 13:00:00,375.0,Mesurée,mercredi,60.0
2021-07-14 14:00:00,907.0,Mesurée,mercredi,60.0
2021-07-14 15:00:00,220.0,Mesurée,mercredi,60.0
2021-07-14 16:00:00,1495.0,Mesurée,mercredi,60.0
2021-07-14 17:00:00,1696.0,Mesurée,mercredi,60.0
2021-07-14 18:00:00,1542.0,Mesurée,mercredi,60.0
2021-07-14 19:00:00,1162.0,Mesurée,mercredi,60.0
2021-07-14 20:00:00,2047.0,Mesurée,mercredi,60.0
2021-07-14 21:00:00,2048.0,Mesurée,mercredi,60.0
2021-07-14 22:00:00,492.0,Mesurée,mercredi,60.0
2021-07-14 23:00:00,215.0,Mesurée,mercredi,60.0
2021-07-15 00:00:00,285.0,Mesurée,jeudi,60.0
2021-07-15 01:00:00,245.0,Mesurée,jeudi,60.0
2021-07-15 02:00:00,255.0,Mesurée,jeudi,60.0
2021-07-15 03:00:00,643.0,Mesurée,jeudi,60.0
2021-07-15 04:00:00,246.0,Mesurée,jeudi,60.0
2021-07-15 05:00:00,239.0,Mesurée,jeudi,60.0
2021-07-15 06:00:00,228.0,Mesurée,jeudi,60.0
2021-07-15 07:00:00,579.0,Mesurée,jeudi,60.0
2021-07-15 08:00:00,1488.0,Mesurée,jeudi,60.0
2021-07-15 09:00:00,1529.0,Mesurée,jeudi,60.0
2021-07-15 10:00:00,266.0,Mesurée,jeudi,60.0
2021-07-15 11:00:00,3021.0,Mesurée,jeudi,60.0
2021-07-15 12:00:00,1494.0,Mesurée,jeudi,60.0
2021-07-15 13:00:00,674.0,Mesurée,jeudi,60.0
2021-07-15 14:00:00,1001.0,Mesurée,jeudi,60.0
2021-07-15 15:00:00,1671.0,Mesurée,jeudi,60.0
2021-07-15 16:00:00,692.0,Mesurée,jeudi,60.0
2021-07-15 17:00:00,1288.0,Mesurée,jeudi,60.0
2021-07-15 18:00:00,1463.0,Mesurée,jeudi,60.0
2021-07-15 19:00:00,2353.0,Mesurée,jeudi,60.0
2021-07-15 20:00:00,2559.0,Mesurée,jeudi,60.0
2021-07-15 21:00:00,1177.0,Mesurée,jeudi,60.0
2021-07-15 22:00:00,1549.0,Mesurée,jeudi,60.0
2021-07-15 23:00:00,1040.0,Mesurée,jeudi,60.0
2021-07-16 00:00:00,344.0,Mesurée,vendredi,60.0
2021-07-16 01:00:00,249.0,Mesurée,vendredi,60.0
2021-07-16 02:00:00,255.0,Mesurée,vendredi,60.0
2021-07-16 03:00:00,506.0,Mesurée,vendredi,60.0
2021-07-16 04:00:00,478.0,Mesurée,vendredi,60.0
2021-07-16 05:00:00,421.0,Mesurée,vendredi,60.0
2021-07-16 06:00:00,594.0,Mesurée,vendredi,60.0
2021-07-16 07:00:00,945.0,Mesurée,vendredi,60.0
2021-07-16 08:00:00,905.0,Mesurée,vendredi,60.0
2021-07-16 09:00:00,430.0,Mesurée,vendredi,60.0
2021-07-16 10:00:00,498.0,Mesurée,vendredi,60.0
2021-07-16 11:00:00,1058.0,Mesurée,vendredi,60.0
2021-07-16 12:00:00,462.0,Mesurée,vendredi,60.0
2021-07-16 13:00:00,337.0,Mesurée,vendredi,60.0
2021-07-16 14:00:00,291.0,Mesurée,vendredi,60.0
2021-07-16 15:00:00,671.0,Mesurée,vendredi,60.0
2021-07-16 16:00:00,402.0,Mesurée,vendredi,60.0
2021-07-16 17:00:00,1735.0,Mesurée,vendredi,60.0
2021-07-16 18:00:00,1216.0,Mesurée,vendredi,60.0
2021-07-16 19:00:00,268.0,Mesurée,vendredi,60.0
2021-07-16 20:00:00,275.0,Mesurée,vendredi,60.0
2021-07-16 21:00:00,313.0,Mesurée,vendredi,60.0
2021-07-16 22:00:00,411.0,Mesurée,vendredi,60.0
2021-07-16 23:00:00,222.0,Mesurée,vendredi,60.0
2021-07-17 00:00:00,252.0,Mesurée,samedi,60.0
2021-07-17 01:00:00,1223.0,Mesurée,samedi,60.0
2021-07-17 02:00:00,1139.0,Mesurée,samedi,60.0
2021-07-17 03:00:00,633.0,Mesurée,samedi,60.0
2021-07-17 04:00:00,224.0,Mesurée,samedi,60.0
2021-07-17 05:00:00,257.0,Mesurée,samedi,60.0
