Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
25621707630391;Courbe de charge;20/10/2020;20/10/2021;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2021-07-10T10:00:00+02:00;209
2021-07-10T11:00:00+02:00;262
2021-07-10T12:00:00+02:00;391
2021-07-10T13:00:00+02:00;777
2021-07-10T14:00:00+02:00;229
2021-07-10T15:00:00+02:00;230
2021-07-10T16:00:00+02:00;219
2021-07-10T17:00:00+02:00;224
2021-07-10T18:00:00+02:00;1668
2021-07-10T19:00:00+02:00;514
2021-07-10T20:00:00+02:00;573
2021-07-10T21:00:00+02:00;1229
2021-07-10T22:00:00+02:00;503
2021-07-10T23:00:00+02:00;1477
2021-07-11T00:00:00+02:00;190
2021-07-11T01:00:00+02:00;402
2021-07-11T02:00:00+02:00;288
2021-07-11T03:00:00+02:00;193
2021-07-11T04:00:00+02:00;229
2021-07-11T05:00:00+02:00;235
2021-07-11T06:00:00+02:00;174
2021-07-11T07:00:00+02:00;790
2021-07-11T08:00:00+02:00;186
2021-07-11T09:00:00+02:00;241
2021-07-11T10:00:00+02:00;525
2021-07-11T11:00:00+02:00;320
2021-07-11T12:00:00+02:00;992
2021-07-11T13:00:00+02:00;1296
2021-07-11T14:00:00+02:00;1061
2021-07-11T15:00:00+02:00;1028
2021-07-11T16:00:00+02:00;1215
2021-07-11T17:00:00+02:00;450
2021-07-11T18:00:00+02:00;408
2021-07-11T19:00:00+02:00;383
2021-07-11T20:00:00+02:00;309
2021-07-11T21:00:00+02:00;636
2021-07-11T22:00:00+02:00;1288
2021-07-11T23:00:00+02:00;1799
2021-07-12T00:00:00+02:00;1383
2021-07-12T01:00:00+02:00;214
2021-07-12T02:00:00+02:00;493
2021-07-12T03:00:00+02:00;189
2021-07-12T04:00:00+02:00;211
2021-07-12T05:00:00+02:00;168
2021-07-12T06:00:00+02:00;254
2021-07-12T07:00:00+02:00;236
2021-07-12T08:00:00+02:00;1476
2021-07-12T09:00:00+02:00;1234
2021-07-12T10:00:00+02:00;2122
2021-07-12T11:00:00+02:00;192
2021-07-12T12:00:00+02:00;273
2021-07-12T13:00:00+02:00;462
2021-07-12T14:00:00+02:00;1326
2021-07-12T15:00:00+02:00;764
2021-07-12T16:00:00+02:00;878
2021-07-12T17:00:00+02:00;576
2021-07-12T18:00:00+02:00;505
2021-07-12T19:00:00+02:00;870
2021-07-12T20:00:00+02:00;2682
2021-07-12T21:00:00+02:00;1059
2021-07-12T22:00:00+02:00;1947
2021-07-12T23:00:00+02:00;761
2021-07-13T00:00:00+02:00;282
2021-07-13T01:00:00+02:00;270
2021-07-13T02:00:00+02:00;253
2021-07-13T03:00:00+02:00;267
2021-07-13T04:00:00+02:00;260
2021-07-13T05:00:00+02:00;836
2021-07-13T06:00:00+02:00;262
2021-07-13T07:00:00+02:00;320
2021-07-13T08:00:00+02:00;706
2021-07-13T09:00:00+02:00;1125
2021-07-13T10:00:00+02:00;1189
2021-07-13T11:00:00+02:00;1794
2021-07-13T12:00:00+02:00;1350
2021-07-13T13:00:00+02:00;764
2021-07-13T14:00:00+02:00;543
2021-07-13T15:00:00+02:00;939
2021-07-13T16:00:00+02:00;2850
2021-07-13T17:00:00+02:00;653
2021-07-13T18:00:00+02:00;935
2021-07-13T19:00:00+02:00;649
2021-07-13T20:00:00+02:00;1515
2021-07-13T21:00:00+02:00;1229
2021-07-13T22:00:00+02:00;1599
2021-07-13T23:00:00+02:00;388
2021-07-14T00:00:00+02:00;319
2021-07-14T01:00:00+02:00;253
2021-07-14T02:00:00+02:00;265
2021-07-14T03:00:00+02:00;784
2021-07-14T04:00:00+02:00;236
2021-07-14T05:00:00+02:00;490
2021-07-14T06:00:00+02:00;329
2021-07-14T07:00:00+02:00;238
2021-07-14T08:00:00+02:00;264
2021-07-14T09:00:00+02:00;4034
2021-07-14T10:00:00+02:00;2174
2021-07-14T11:00:00+02:00;251
2021-07-14T12:00:00+02:00;292
2021-07-14T13:00:00+02:00;375
2021-07-14T14:00:00+02:00;907
2021-07-14T15:00:00+02:00;220
2021-07-14T16:00:00+02:00;1495
2021-07-14T17:00:00+02:00;1696
2021-07-14T18:00:00+02:00;1542
2021-07-14T19:00:00+02:00;1162
2021-07-14T20:00:00+02:00;2047
2021-07-14T21:00:00+02:00;2048
2021-07-14T22:00:00+02:00;492
2021-07-14T23:00:00+02:00;215
2021-07-15T00:00:00+02:00;285
2021-07-15T01:00:00+02:00;245
2021-07-15T02:00:00+02:00;255
2021-07-15T03:00:00+02:00;643
2021-07-15T04:00:00+02:00;246
2021-07-15T05:00:00+02:00;239
2021-07-15T06:00:00+02:00;228
2021-07-15T07:00:00+02:00;579
2021-07-15T08:00:00+02:00;1488
2021-07-15T09:00:00+02:00;1529
2021-07-15T10:00:00+02:00;266
2021-07-15T11:00:00+02:00;3021
2021-07-15T12:00:00+02:00;1494
2021-07-15T13:00:00+02:00;674
2021-07-15T14:00:00+02:00;1001
2021-07-15T15:00:00+02:00;1671
2021-07-15T16:00:00+02:00;692
2021-07-15T17:00:00+02:00;1288
2021-07-15T18:00:00+02:00;1463
2021-07-15T19:00:00+02:00;2353
2021-07-15T20:00:00+02:00;2559
2021-07-15T21:00:00+02:00;1177
2021-07-15T22:00:00+02:00;1549
2021-07-15T23:00:00+02:00;1040
2021-07-16T00:00:00+02:00;344
2021-07-16T01:00:00+02:00;249
2021-07-16T02:00:00+02:00;255
2021-07-16T03:00:00+02:00;506
2021-07-16T04:00:00+02:00;478
2021-07-16T05:00:00+02:00;421
2021-07-16T06:00:00+02:00;594
2021-07-16T07:00:00+02:00;945
2021-07-16T08:00:00+02:00;905
2021-07-16T09:00:00+02:00;430
2021-07-16T10:00:00+02:00;498
2021-07-16T11:00:00+02:00;1058
2021-07-16T12:00:00+02:00;462
2021-07-16T13:00:00+02:00;337
2021-07-16T14:00:00+02:00;291
2021-07-16T15:00:00+02:00;671
2021-07-16T16:00:00+02:00;402
2021-07-16T17:00:00+02:00;1735
2021-07-16T18:00:00+02:00;1216
2021-07-16T19:00:00+02:00;268
2021-07-16T20:00:00+02:00;275
2021-07-16T21:00:00+02:00;313
2021-07-16T22:00:00+02:00;411
2021-07-16T23:00:00+02:00;222
2021-07-17T00:00:00+02:00;252
2021-07-17T01:00:00+02:00;1223
2021-07-17T02:00:00+02:00;1139
2021-07-17T03:00:00+02:00;633
2021-07-17T04:00:00+02:00;224
2021-07-17T05:00:00+02:00;257
2021-07-17T06:00:00+02:00;227
2021-07-17T07:00:00+02:00;512
2021-07-17T08:00:00+02:00;1966
2021-07-17T09:00:00+02:00;291
2021-07-17T10:00:00+02:00;248
2021-07-17T11:00:00+02:00;1740
2021-07-17T12:00:00+02:00;1811
2021-07-17T13:00:00+02:00;1681
2021-07-17T14:00:00+02:00;1205
2021-07-17T15:00:00+02:00;391
2021-07-17T16:00:00+02:00;474
2021-07-17T17:00:00+02:00;247
2021-07-17T18:00:00+02:00;1817
2021-07-17T19:00:00+02:00;1699
2021-07-17T20:00:00+02:00;799
2021-07-17T21:00:00+02:00;323
2021-07-17T22:00:00+02:00;381
2021-07-17T23:00:00+02:00;357
2021-07-18T00:00:00+02:00;741
2021-07-18T01:00:00+02:00;740
2021-07-18T02:00:00+02:00;275
2021-07-18T03:00:00+02:00;230
2021-07-18T04:00:00+02:00;247
2021-07-18T05:00:00+02:00;403
2021-07-18T06:00:00+02:00;231
2021-07-18T07:00:00+02:00;253
2021-07-18T08:00:00+02:00;241
2021-07-18T09:00:00+02:00;322
2021-07-18T10:00:00+02:00;310
2021-07-18T11:00:00+02:00;1354
2021-07-18T12:00:00+02:00;610
2021-07-18T13:00:00+02:00;279
2021-07-18T14:00:00+02:00;277
2021-07-18T15:00:00+02:00;302
2021-07-18T16:00:00+02:00;228
2021-07-18T17:00:00+02:00;267
2021-07-18T18:00:00+02:00;253
2021-07-18T19:00:00+02:00;1700
2021-07-18T20:00:00+02:00;2240
2021-07-18T21:00:00+02:00;1361
2021-07-18T22:00:00+02:00;839
2021-07-18T23:00:00+02:00;341
2021-07-19T00:00:00+02:00;254
2021-07-19T01:00:00+02:00;572
2021-07-19T02:00:00+02:00;446
2021-07-19T03:00:00+02:00;710
2021-07-19T04:00:00+02:00;248
2021-07-19T05:00:00+02:00;253
2021-07-19T06:00:00+02:00;226
2021-07-19T07:00:00+02:00;278
2021-07-19T08:00:00+02:00;290
2021-07-19T09:00:00+02:00;1312
2021-07-19T10:00:00+02:00;463
2021-07-19T11:00:00+02:00;323
2021-07-19T12:00:00+02:00;592
2021-07-19T13:00:00+02:00;1514
2021-07-19T14:00:00+02:00;1054
2021-07-19T15:00:00+02:00;434
2021-07-19T16:00:00+02:00;405
2021-07-19T17:00:00+02:00;697
2021-07-19T18:00:00+02:00;851
2021-07-19T19:00:00+02:00;2757
2021-07-19T20:00:00+02:00;2912
2021-07-19T21:00:00+02:00;1264
2021-07-19T22:00:00+02:00;2015
2021-07-19T23:00:00+02:00;1830
2021-07-20T00:00:00+02:00;607
2021-07-20T01:00:00+02:00;239
2021-07-20T02:00:00+02:00;278
2021-07-20T03:00:00+02:00;247
2021-07-20T04:00:00+02:00;278
2021-07-20T05:00:00+02:00;315
2021-07-20T06:00:00+02:00;277
2021-07-20T07:00:00+02:00;255
2021-07-20T08:00:00+02:00;1562
2021-07-20T09:00:00+02:00;1725
2021-07-20T10:00:00+02:00;6569
2021-07-20T11:00:00+02:00;3134
2021-07-20T12:00:00+02:00;1286
2021-07-20T13:00:00+02:00;698
2021-07-20T14:00:00+02:00;1447
2021-07-20T15:00:00+02:00;5176
2021-07-20T16:00:00+02:00;5857
2021-07-20T17:00:00+02:00;4395
2021-07-20T18:00:00+02:00;3077
2021-07-20T19:00:00+02:00;701
2021-07-20T20:00:00+02:00;1578
2021-07-20T21:00:00+02:00;524
2021-07-20T22:00:00+02:00;1372
2021-07-20T23:00:00+02:00;2313
2021-07-21T00:00:00+02:00;377
2021-07-21T01:00:00+02:00;277
2021-07-21T02:00:00+02:00;236
2021-07-21T03:00:00+02:00;264
2021-07-21T04:00:00+02:00;251
2021-07-21T05:00:00+02:00;344
2021-07-21T06:00:00+02:00;254
2021-07-21T07:00:00+02:00;261
2021-07-21T08:00:00+02:00;269
2021-07-21T09:00:00+02:00;916
2021-07-21T10:00:00+02:00;1420
2021-07-21T11:00:00+02:00;1556
2021-07-21T12:00:00+02:00;410
2021-07-21T13:00:00+02:00;830
2021-07-21T14:00:00+02:00;427
2021-07-21T15:00:00+02:00;253
2021-07-21T16:00:00+02:00;301
2021-07-21T17:00:00+02:00;261
2021-07-21T18:00:00+02:00;441
2021-07-21T19:00:00+02:00;511
2021-07-21T20:00:00+02:00;2304
2021-07-21T21:00:00+02:00;1946
2021-07-21T22:00:00+02:00;1433
2021-07-21T23:00:00+02:00;1236
2021-07-22T00:00:00+02:00;547
2021-07-22T01:00:00+02:00;263
2021-07-22T02:00:00+02:00;246
2021-07-22T03:00:00+02:00;257
2021-07-22T04:00:00+02:00;238
2021-07-22T05:00:00+02:00;273
2021-07-22T06:00:00+02:00;808
2021-07-22T07:00:00+02:00;330
2021-07-22T08:00:00+02:00;692
2021-07-22T09:00:00+02:00;360
2021-07-22T10:00:00+02:00;433
2021-07-22T11:00:00+02:00;251
2021-07-22T12:00:00+02:00;220
2021-07-22T13:00:00+02:00;367
2021-07-22T14:00:00+02:00;1308
2021-07-22T15:00:00+02:00;2932
2021-07-22T16:00:00+02:00;300
2021-07-22T17:00:00+02:00;327
2021-07-22T18:00:00+02:00;1179
2021-07-22T19:00:00+02:00;1850
2021-07-22T20:00:00+02:00;785
2021-07-22T21:00:00+02:00;623
2021-07-22T22:00:00+02:00;1415
2021-07-22T23:00:00+02:00;387
2021-07-23T00:00:00+02:00;293
2021-07-23T01:00:00+02:00;274
2021-07-23T02:00:00+02:00;266
2021-07-23T03:00:00+02:00;253
2021-07-23T04:00:00+02:00;256
2021-07-23T05:00:00+02:00;271
2021-07-23T06:00:00+02:00;825
2021-07-23T07:00:00+02:00;258
2021-07-23T08:00:00+02:00;321
2021-07-23T09:00:00+02:00;575
2021-07-23T10:00:00+02:00;1043
2021-07-23T11:00:00+02:00;745
2021-07-23T12:00:00+02:00;614
2021-07-23T13:00:00+02:00;515
2021-07-23T14:00:00+02:00;426
2021-07-23T15:00:00+02:00;1559
2021-07-23T16:00:00+02:00;2099
2021-07-23T17:00:00+02:00;1283
2021-07-23T18:00:00+02:00;289
2021-07-23T19:00:00+02:00;290
2021-07-23T20:00:00+02:00;2561
2021-07-23T21:00:00+02:00;1635
2021-07-23T22:00:00+02:00;648
2021-07-23T23:00:00+02:00;2235
2021-07-24T00:00:00+02:00;1211
2021-07-24T01:00:00+02:00;286
2021-07-24T02:00:00+02:00;318
2021-07-24T03:00:00+02:00;296
2021-07-24T04:00:00+02:00;261
2021-07-24T05:00:00+02:00;275
2021-07-24T06:00:00+02:00;246
2021-07-24T07:00:00+02:00;252
2021-07-24T08:00:00+02:00;494
2021-07-24T09:00:00+02:00;1116
2021-07-24T10:00:00+02:00;427
2021-07-24T11:00:00+02:00;282
2021-07-24T12:00:00+02:00;275
2021-07-24T13:00:00+02:00;261
2021-07-24T14:00:00+02:00;265
2021-07-24T15:00:00+02:00;328
2021-07-24T16:00:00+02:00;275
2021-07-24T17:00:00+02:00;1051
2021-07-24T18:00:00+02:00;2067
2021-07-24T19:00:00+02:00;566
2021-07-24T20:00:00+02:00;1564
2021-07-24T21:00:00+02:00;1878
2021-07-24T22:00:00+02:00;715
2021-07-24T23:00:00+02:00;370
2021-07-25T00:00:00+02:00;503
2021-07-25T01:00:00+02:00;259
2021-07-25T02:00:00+02:00;291
2021-07-25T03:00:00+02:00;274
2021-07-25T04:00:00+02:00;360
2021-07-25T05:00:00+02:00;261
2021-07-25T06:00:00+02:00;282
2021-07-25T07:00:00+02:00;763
2021-07-25T08:00:00+02:00;341
2021-07-25T09:00:00+02:00;581
2021-07-25T10:00:00+02:00;832
2021-07-25T11:00:00+02:00;477
2021-07-25T12:00:00+02:00;431
2021-07-25T13:00:00+02:00;756
2021-07-25T14:00:00+02:00;358
2021-07-25T15:00:00+02:00;359
2021-07-25T16:00:00+02:00;1070
2021-07-25T17:00:00+02:00;411
2021-07-25T18:00:00+02:00;1322
2021-07-25T19:00:00+02:00;1246
2021-07-25T20:00:00+02:00;1843
2021-07-25T21:00:00+02:00;1575
2021-07-25T22:00:00+02:00;3893
2021-07-25T23:00:00+02:00;1785
2021-07-26T00:00:00+02:00;274
2021-07-26T01:00:00+02:00;290
2021-07-26T02:00:00+02:00;325
2021-07-26T03:00:00+02:00;324
2021-07-26T04:00:00+02:00;263
2021-07-26T05:00:00+02:00;269
2021-07-26T06:00:00+02:00;243
2021-07-26T07:00:00+02:00;301
2021-07-26T08:00:00+02:00;672
2021-07-26T09:00:00+02:00;1727
2021-07-26T10:00:00+02:00;1911
2021-07-26T11:00:00+02:00;522
2021-07-26T12:00:00+02:00;520
2021-07-26T13:00:00+02:00;995
2021-07-26T14:00:00+02:00;534
2021-07-26T15:00:00+02:00;299
2021-07-26T16:00:00+02:00;1804
2021-07-26T17:00:00+02:00;3062
2021-07-26T18:00:00+02:00;1493
2021-07-26T19:00:00+02:00;1615
2021-07-26T20:00:00+02:00;2494
2021-07-26T21:00:00+02:00;1209
2021-07-26T22:00:00+02:00;2278
2021-07-26T23:00:00+02:00;593
2021-07-27T00:00:00+02:00;381
2021-07-27T01:00:00+02:00;321
2021-07-27T02:00:00+02:00;241
2021-07-27T03:00:00+02:00;274
2021-07-27T04:00:00+02:00;262
2021-07-27T05:00:00+02:00;256
2021-07-27T06:00:00+02:00;230
2021-07-27T07:00:00+02:00;316
2021-07-27T08:00:00+02:00;545
2021-07-27T09:00:00+02:00;4282
2021-07-27T10:00:00+02:00;1070
2021-07-27T11:00:00+02:00;271
2021-07-27T12:00:00+02:00;283
2021-07-27T13:00:00+02:00;612
2021-07-27T14:00:00+02:00;518
2021-07-27T15:00:00+02:00;420
2021-07-27T16:00:00+02:00;399
2021-07-27T17:00:00+02:00;2512
2021-07-27T18:00:00+02:00;4701
2021-07-27T19:00:00+02:00;2741
2021-07-27T20:00:00+02:00;2043
2021-07-27T21:00:00+02:00;591
2021-07-27T22:00:00+02:00;282
2021-07-27T23:00:00+02:00;260
2021-07-28T00:00:00+02:00;287
2021-07-28T01:00:00+02:00;338
2021-07-28T02:00:00+02:00;287
2021-07-28T03:00:00+02:00;270
2021-07-28T04:00:00+02:00;254
2021-07-28T05:00:00+02:00;276
2021-07-28T06:00:00+02:00;233
2021-07-28T07:00:00+02:00;1055
2021-07-28T08:00:00+02:00;321
2021-07-28T09:00:00+02:00;931
2021-07-28T10:00:00+02:00;2476
2021-07-28T11:00:00+02:00;1753
2021-07-28T12:00:00+02:00;800
2021-07-28T13:00:00+02:00;2304
2021-07-28T14:00:00+02:00;942
2021-07-28T15:00:00+02:00;331
2021-07-28T16:00:00+02:00;298
2021-07-28T17:00:00+02:00;233
2021-07-28T18:00:00+02:00;322
2021-07-28T19:00:00+02:00;1528
2021-07-28T20:00:00+02:00;2773
2021-07-28T21:00:00+02:00;2111
2021-07-28T22:00:00+02:00;1239
2021-07-28T23:00:00+02:00;350
2021-07-29T00:00:00+02:00;261
2021-07-29T01:00:00+02:00;242
2021-07-29T02:00:00+02:00;285
2021-07-29T03:00:00+02:00;309
2021-07-29T04:00:00+02:00;263
2021-07-29T05:00:00+02:00;244
2021-07-29T06:00:00+02:00;240
2021-07-29T07:00:00+02:00;618
2021-07-29T08:00:00+02:00;2563
2021-07-29T09:00:00+02:00;1774
2021-07-29T10:00:00+02:00;1587
2021-07-29T11:00:00+02:00;746
2021-07-29T12:00:00+02:00;838
2021-07-29T13:00:00+02:00;2714
2021-07-29T14:00:00+02:00;867
2021-07-29T15:00:00+02:00;1114
2021-07-29T16:00:00+02:00;808
2021-07-29T17:00:00+02:00;494
2021-07-29T18:00:00+02:00;451
2021-07-29T19:00:00+02:00;2059
2021-07-29T20:00:00+02:00;2416
2021-07-29T21:00:00+02:00;2552
2021-07-29T22:00:00+02:00;2214
2021-07-29T23:00:00+02:00;1768
2021-07-30T00:00:00+02:00;667
2021-07-30T01:00:00+02:00;248
2021-07-30T02:00:00+02:00;280
2021-07-30T03:00:00+02:00;241
2021-07-30T04:00:00+02:00;322
2021-07-30T05:00:00+02:00;604
2021-07-30T06:00:00+02:00;264
2021-07-30T07:00:00+02:00;242
2021-07-30T08:00:00+02:00;719
2021-07-30T09:00:00+02:00;1635
2021-07-30T10:00:00+02:00;1547
2021-07-30T11:00:00+02:00;403
2021-07-30T12:00:00+02:00;455
2021-07-30T13:00:00+02:00;460
2021-07-30T14:00:00+02:00;444
2021-07-30T15:00:00+02:00;296
2021-07-30T16:00:00+02:00;443
2021-07-30T17:00:00+02:00;1304
2021-07-30T18:00:00+02:00;2314
2021-07-30T19:00:00+02:00;2329
2021-07-30T20:00:00+02:00;2966
2021-07-30T21:00:00+02:00;1311
2021-07-30T22:00:00+02:00;627
2021-07-30T23:00:00+02:00;676
2021-07-31T00:00:00+02:00;655
2021-07-31T01:00:00+02:00;230
2021-07-31T02:00:00+02:00;263
2021-07-31T03:00:00+02:00;868
2021-07-31T04:00:00+02:00;370
2021-07-31T05:00:00+02:00;236
2021-07-31T06:00:00+02:00;272
2021-07-31T07:00:00+02:00;514
2021-07-31T08:00:00+02:00;243
2021-07-31T09:00:00+02:00;234
2021-07-31T10:00:00+02:00;213
2021-07-31T11:00:00+02:00;265
2021-07-31T12:00:00+02:00;223
2021-07-31T13:00:00+02:00;257
2021-07-31T14:00:00+02:00;239
2021-07-31T15:00:00+02:00;297
2021-07-31T16:00:00+02:00;264
2021-07-31T17:00:00+02:00;873
2021-07-31T18:00:00+02:00;419
2021-07-31T19:00:00+02:00;576
2021-07-31T20:00:00+02:00;220
2021-07-31T21:00:00+02:00;269
2021-07-31T22:00:00+02:00;216
2021-07-31T23:00:00+02:00;249
2021-08-01T00:00:00+02:00;230
2021-08-01T01:00:00+02:00;388
2021-08-01T02:00:00+02:00;221
2021-08-01T03:00:00+02:00;247
2021-08-01T04:00:00+02:00;216
2021-08-01T05:00:00+02:00;241
2021-08-01T06:00:00+02:00;235
2021-08-01T07:00:00+02:00;305
2021-08-01T08:00:00+02:00;772
2021-08-01T09:00:00+02:00;772
2021-08-01T10:00:00+02:00;235
2021-08-01T11:00:00+02:00;236
2021-08-01T12:00:00+02:00;248
2021-08-01T13:00:00+02:00;308
2021-08-01T14:00:00+02:00;237
2021-08-01T15:00:00+02:00;271
2021-08-01T16:00:00+02:00;217
2021-08-01T17:00:00+02:00;246
2021-08-01T18:00:00+02:00;235
2021-08-01T19:00:00+02:00;552
2021-08-01T20:00:00+02:00;235
2021-08-01T21:00:00+02:00;243
2021-08-01T22:00:00+02:00;218
2021-08-01T23:00:00+02:00;249
2021-08-02T00:00:00+02:00;1084
2021-08-02T01:00:00+02:00;221
2021-08-02T02:00:00+02:00;261
2021-08-02T03:00:00+02:00;351
2021-08-02T04:00:00+02:00;249
2021-08-02T05:00:00+02:00;232
2021-08-02T06:00:00+02:00;228
2021-08-02T07:00:00+02:00;555
2021-08-02T08:00:00+02:00;317
2021-08-02T09:00:00+02:00;1626
2021-08-02T10:00:00+02:00;2534
2021-08-02T11:00:00+02:00;2034
2021-08-02T12:00:00+02:00;419
2021-08-02T13:00:00+02:00;248
2021-08-02T14:00:00+02:00;626
2021-08-02T15:00:00+02:00;1203
2021-08-02T16:00:00+02:00;1371
2021-08-02T17:00:00+02:00;1660
2021-08-02T18:00:00+02:00;377
2021-08-02T19:00:00+02:00;264
2021-08-02T20:00:00+02:00;267
2021-08-02T21:00:00+02:00;238
2021-08-02T22:00:00+02:00;221
2021-08-02T23:00:00+02:00;255
2021-08-03T00:00:00+02:00;214
2021-08-03T01:00:00+02:00;559
2021-08-03T02:00:00+02:00;232
2021-08-03T03:00:00+02:00;240
2021-08-03T04:00:00+02:00;223
2021-08-03T05:00:00+02:00;250
2021-08-03T06:00:00+02:00;1052
2021-08-03T07:00:00+02:00;237
2021-08-03T08:00:00+02:00;237
2021-08-03T09:00:00+02:00;259
2021-08-03T10:00:00+02:00;262
2021-08-03T11:00:00+02:00;541
2021-08-03T12:00:00+02:00;220
2021-08-03T13:00:00+02:00;231
2021-08-03T14:00:00+02:00;224
2021-08-03T15:00:00+02:00;540
2021-08-03T16:00:00+02:00;2509
2021-08-03T17:00:00+02:00;3143
2021-08-03T18:00:00+02:00;3670
2021-08-03T19:00:00+02:00;1712
2021-08-03T20:00:00+02:00;254
2021-08-03T21:00:00+02:00;1078
2021-08-03T22:00:00+02:00;242
2021-08-03T23:00:00+02:00;540
2021-08-04T00:00:00+02:00;231
2021-08-04T01:00:00+02:00;236
2021-08-04T02:00:00+02:00;239
2021-08-04T03:00:00+02:00;369
2021-08-04T04:00:00+02:00;264
2021-08-04T05:00:00+02:00;208
2021-08-04T06:00:00+02:00;253
2021-08-04T07:00:00+02:00;224
2021-08-04T08:00:00+02:00;226
2021-08-04T09:00:00+02:00;786
2021-08-04T10:00:00+02:00;1084
2021-08-04T11:00:00+02:00;2224
2021-08-04T12:00:00+02:00;1778
2021-08-04T13:00:00+02:00;256
2021-08-04T14:00:00+02:00;394
2021-08-04T15:00:00+02:00;2068
2021-08-04T16:00:00+02:00;607
2021-08-04T17:00:00+02:00;287
2021-08-04T18:00:00+02:00;252
2021-08-04T19:00:00+02:00;216
2021-08-04T20:00:00+02:00;241
2021-08-04T21:00:00+02:00;234
2021-08-04T22:00:00+02:00;556
2021-08-04T23:00:00+02:00;219
2021-08-05T00:00:00+02:00;236
2021-08-05T01:00:00+02:00;239
2021-08-05T02:00:00+02:00;219
2021-08-05T03:00:00+02:00;1106
2021-08-05T04:00:00+02:00;205
2021-08-05T05:00:00+02:00;252
2021-08-05T06:00:00+02:00;231
2021-08-05T07:00:00+02:00;208
2021-08-05T08:00:00+02:00;258
2021-08-05T09:00:00+02:00;3556
2021-08-05T10:00:00+02:00;5312
2021-08-05T11:00:00+02:00;2659
2021-08-05T12:00:00+02:00;3087
2021-08-05T13:00:00+02:00;883
2021-08-05T14:00:00+02:00;258
2021-08-05T15:00:00+02:00;284
2021-08-05T16:00:00+02:00;261
2021-08-05T17:00:00+02:00;5108
2021-08-05T18:00:00+02:00;1092
2021-08-05T19:00:00+02:00;259
2021-08-05T20:00:00+02:00;256
2021-08-05T21:00:00+02:00;254
2021-08-05T22:00:00+02:00;564
2021-08-05T23:00:00+02:00;268
2021-08-06T00:00:00+02:00;217
2021-08-06T01:00:00+02:00;242
2021-08-06T02:00:00+02:00;235
2021-08-06T03:00:00+02:00;216
2021-08-06T04:00:00+02:00;270
2021-08-06T05:00:00+02:00;209
2021-08-06T06:00:00+02:00;236
2021-08-06T07:00:00+02:00;232
2021-08-06T08:00:00+02:00;719
2021-08-06T09:00:00+02:00;2792
2021-08-06T10:00:00+02:00;895
2021-08-06T11:00:00+02:00;495
2021-08-06T12:00:00+02:00;627
2021-08-06T13:00:00+02:00;265
2021-08-06T14:00:00+02:00;1781
2021-08-06T15:00:00+02:00;2644
2021-08-06T16:00:00+02:00;3615
2021-08-06T17:00:00+02:00;2453
2021-08-06T18:00:00+02:00;1719
2021-08-06T19:00:00+02:00;267
2021-08-06T20:00:00+02:00;534
2021-08-06T21:00:00+02:00;293
2021-08-06T22:00:00+02:00;221
2021-08-06T23:00:00+02:00;645
2021-08-07T00:00:00+02:00;725
2021-08-07T01:00:00+02:00;227
2021-08-07T02:00:00+02:00;260
2021-08-07T03:00:00+02:00;236
2021-08-07T04:00:00+02:00;255
2021-08-07T05:00:00+02:00;240
2021-08-07T06:00:00+02:00;259
2021-08-07T07:00:00+02:00;379
2021-08-07T08:00:00+02:00;573
2021-08-07T09:00:00+02:00;244
2021-08-07T10:00:00+02:00;238
2021-08-07T11:00:00+02:00;260
2021-08-07T12:00:00+02:00;212
2021-08-07T13:00:00+02:00;283
2021-08-07T14:00:00+02:00;424
2021-08-07T15:00:00+02:00;925
2021-08-07T16:00:00+02:00;249
2021-08-07T17:00:00+02:00;347
2021-08-07T18:00:00+02:00;259
2021-08-07T19:00:00+02:00;258
2021-08-07T20:00:00+02:00;551
2021-08-07T21:00:00+02:00;263
2021-08-07T22:00:00+02:00;223
2021-08-07T23:00:00+02:00;268
2021-08-08T00:00:00+02:00;227
2021-08-08T01:00:00+02:00;250
2021-08-08T02:00:00+02:00;246
2021-08-08T03:00:00+02:00;243
2021-08-08T04:00:00+02:00;240
2021-08-08T05:00:00+02:00;742
2021-08-08T06:00:00+02:00;600
2021-08-08T07:00:00+02:00;237
2021-08-08T08:00:00+02:00;573
2021-08-08T09:00:00+02:00;216
2021-08-08T10:00:00+02:00;270
2021-08-08T11:00:00+02:00;219
2021-08-08T12:00:00+02:00;238
2021-08-08T13:00:00+02:00;253
2021-08-08T14:00:00+02:00;219
2021-08-08T15:00:00+02:00;328
2021-08-08T16:00:00+02:00;239
2021-08-08T17:00:00+02:00;261
2021-08-08T18:00:00+02:00;400
2021-08-08T19:00:00+02:00;518
2021-08-08T20:00:00+02:00;1234
2021-08-08T21:00:00+02:00;259
2021-08-08T22:00:00+02:00;207
2021-08-08T23:00:00+02:00;273
2021-08-09T00:00:00+02:00;210
2021-08-09T01:00:00+02:00;248
2021-08-09T02:00:00+02:00;228
2021-08-09T03:00:00+02:00;239
2021-08-09T04:00:00+02:00;218
2021-08-09T05:00:00+02:00;258
2021-08-09T06:00:00+02:00;207
2021-08-09T07:00:00+02:00;571
2021-08-09T08:00:00+02:00;280
2021-08-09T09:00:00+02:00;2442
